Time                          Ro                            Delta Ro                      
0                             1                             0                              
0,12                          6234890919822,46              28156228225,8633               
0,121                         6262783365821,39              27892445998,9336               
0,122                         6290414500842,83              27631135021,4434               
0,123                         6317786772984,27              27372272141,4395               
0,124                         6344902607408,14              27115834423,8711               
0,125                         6371764406556,69              26861799148,5479               
0,126                         6398374550364,83              26610143808,1396               
0,127                         6424735396471,01              26360846106,1787               
0,128                         6450849280426,08              26113883955,0732               
0,129                         6476718515900,25              25869235474,168                
0,13                          6502345394888,05              25626878987,7949               
0,131                         6527732187911,4               25386793023,3516               
0,132                         6552881144220,8               25148956309,4063               
0,133                         6577794491994,61              24913347773,8086               
0,134                         6602474438536,43              24679946541,8203               
0,135                         6626923170470,7               24448731934,2695               
0,136                         6651142853936,42              24219683465,7207               
0,137                         6675135634779,08              23992780842,6543               
0,138                         6698903638740,75              23768003961,668                
0,139                         6722448971648,45              23545332907,7051               
0,14                          6745773719600,73              23324747952,2773               
0,141                         6768879949152,46              23106229551,7266               
0,142                         6791769707497,95              22889758345,4902               
0,143                         6814445022652,33              22675315154,3838               
0,144                         6836907903631,23              22462880978,9053               
0,145                         6859160340628,78              22252436997,5459               
0,146                         6881204305193,91              22043964565,1328               
0,147                         6903041750405,08              21837445211,165                
0,148                         6924674611043,27              21632860638,1875               
0,149                         6946104803763,43              21430192720,1602               
0,15                          6967334227264,29              21229423500,8623               
0,151                         6988364762456,58              21030535192,2949               
0,152                         7009198272629,69              20833510173,1025               
0,153                         7029836603616,71              20638330987,0225               
0,154                         7050281583958,03              20444980341,3232               
0,155                         7070535025063,32              20253441105,291                
0,156                         7090598721372,01              20063696308,6895               
0,157                         7110474450512,29              19875729140,2783               
0,158                         7130163973458,6               19689522946,3076               
0,159                         7149669034687,65              19505061229,0527               
0,16                          7168991362333                 19322327645,3457               
0,161                         7188132668338,12              19141306005,1279               
0,162                         7207094648608,15              18961980270,0234               
0,163                         7225878983160,05              18784334551,9063               
0,164                         7244487336271,56              18608353111,5029               
0,165                         7262921356628,55              18434020356,9932               
0,166                         7281182677471,17              18261320842,624                
0,167                         7299272916738,53              18090239267,3535               
0,168                         7317193677212,01              17920760473,4834               
0,169                         7334946546657,33              17752869445,3223               
0,17                          7352533097965,19              17586551307,8535               
0,171                         7369954889290,6               17421791325,415                
0,172                         7387213464191                 17258574900,3994               
0,173                         7404310351762,96              17096887571,957                
0,174                         7421247066777,67              16936715014,7119               
0,175                         7438025109815,17              16778043037,499                
0,176                         7454645967397,27              16620857582,1016               
0,177                         7471111112119,28              16465144722,0068               
0,178                         7487422002780,46              16310890661,1777               
0,179                         7503580084513,27              16158081732,8184               
0,18                          7519586788911,45              16006704398,1758               
0,181                         7535443534156,78              15856745245,335                
0,182                         7551151725144,81              15708190988,0264               
0,183                         7566712753609,27              15561028464,459                
0,184                         7582127998245,41              15415244636,1445               
0,185                         7597398824832,16              15270826586,7451               
0,186                         7612526586353,09              15127761520,9346               
0,187                         7627512623116,35              14986036763,2559               
0,188                         7642358262873,35              14845639757,0029               
0,189                         7657064820936,46              14706558063,1094               
0,19                          7671633600295,5               14568779359,042                
0,191                         7686065891733,22              14432291437,7148               
0,192                         7700362973939,62              14297082206,4004               
0,193                         7714526113625,28              14163139685,6621               
0,194                         7728556565633,58              14030452008,2998               
0,195                         7742455573051,86              13899007418,2822               
0,196                         7756224367321,58              13768794269,7197               
0,197                         7769864168347,41              13639801025,8281               
0,198                         7783376184605,31              13512016257,9033               
0,199                         7796761613249,63              13385428644,3125               
0,2                           7810021640219,12              13260026969,4902               
